transaction_id,vendor_id,gross_revenue,platform_fee_percentage,variable_tax_percentage,platform_fee_amount,tax_amount,net_payout
TXN-14723,VND-17,4168.6,7.5,10.0,312.65,416.86,3439.09
TXN-14724,VND-02,1583.71,7.5,10.0,118.78,158.37,1306.56
TXN-14725,VND-06,4718.09,7.5,20.0,353.86,943.62,3420.61
TXN-14726,VND-05,939.19,2.5,10.0,23.48,93.92,821.79
TXN-14727,VND-28,3330.48,2.5,20.0,83.26,666.1,2581.12
TXN-14728,VND-41,3376.92,5.0,10.0,168.85,337.69,2870.38
TXN-14729,VND-05,1298.37,5.0,10.0,64.92,129.84,1103.61
TXN-14730,VND-18,1657.52,7.5,15.0,124.31,248.63,1284.58
TXN-14731,VND-26,4182.25,5.0,15.0,209.11,627.34,3345.8
TXN-14732,VND-20,3820.94,2.5,15.0,95.52,573.14,3152.28
TXN-14733,VND-41,1679.02,2.5,10.0,41.98,167.9,1469.14
TXN-14734,VND-49,2693.08,5.0,15.0,134.65,403.96,2154.47
TXN-14735,VND-27,355.32,5.0,15.0,17.77,53.3,284.25
TXN-14736,VND-49,1083.29,2.5,15.0,27.08,162.49,893.72
TXN-14737,VND-12,2454.81,5.0,10.0,122.74,245.48,2086.59
TXN-14738,VND-07,475.57,2.5,20.0,11.89,95.11,368.57
TXN-14739,VND-03,4224.5,2.5,15.0,105.61,633.67,3485.22
TXN-14740,VND-10,3604.13,5.0,10.0,180.21,360.41,3063.51
TXN-14741,VND-34,4720.99,5.0,10.0,236.05,472.1,4012.84
TXN-14742,VND-25,3482.66,7.5,20.0,261.2,696.53,2524.93
TXN-14743,VND-35,4704.99,7.5,15.0,352.87,705.75,3646.37
TXN-14744,VND-16,2794.84,7.5,10.0,209.61,279.48,2305.75
TXN-14745,VND-02,3021.08,7.5,10.0,226.58,302.11,2492.39
TXN-14746,VND-24,4886.01,7.5,10.0,366.45,488.6,4030.96
TXN-14747,VND-10,3228.54,2.5,20.0,80.71,645.71,2502.12
TXN-14748,VND-38,202.39,5.0,15.0,10.12,30.36,161.91
TXN-14749,VND-22,3632.82,2.5,10.0,90.82,363.28,3178.72
TXN-14750,VND-26,4532.07,7.5,10.0,339.91,453.21,3738.95
TXN-14751,VND-43,3988.12,7.5,10.0,299.11,398.81,3290.2
TXN-14752,VND-39,2939.97,5.0,10.0,147.0,294.0,2498.97
TXN-14753,VND-27,3372.95,2.5,15.0,84.32,505.94,2782.69
TXN-14754,VND-29,4951.45,7.5,15.0,371.36,742.72,3837.37
TXN-14755,VND-47,498.78,7.5,10.0,37.41,49.88,411.49
TXN-14756,VND-38,3352.86,7.5,10.0,251.46,335.29,2766.11
TXN-14757,VND-20,1452.82,7.5,10.0,108.96,145.28,1198.58
TXN-14758,VND-27,3218.45,2.5,20.0,80.46,643.69,2494.3
TXN-14759,VND-41,3057.74,2.5,20.0,76.44,611.55,2369.75
TXN-14760,VND-20,809.61,7.5,20.0,60.72,161.92,586.97
TXN-14761,VND-44,1073.4,2.5,10.0,26.84,107.34,939.22
TXN-14762,VND-19,3127.07,7.5,20.0,234.53,625.41,2267.13
TXN-14763,VND-20,684.74,5.0,15.0,34.24,102.71,547.79
TXN-14764,VND-35,1362.65,5.0,20.0,68.13,272.53,1021.99
TXN-14765,VND-47,4184.47,5.0,10.0,209.22,418.45,3556.8
TXN-14766,VND-02,1669.1,2.5,15.0,41.73,250.36,1377.01
TXN-14767,VND-30,2465.9,7.5,10.0,184.94,246.59,2034.37
TXN-14768,VND-34,4708.64,5.0,15.0,235.43,706.3,3766.91
TXN-14769,VND-22,1174.39,5.0,20.0,58.72,234.88,880.79
TXN-14770,VND-03,1978.65,2.5,20.0,49.47,395.73,1533.45
TXN-14771,VND-06,3051.97,2.5,15.0,76.3,457.8,2517.87
TXN-14772,VND-15,3788.93,5.0,15.0,189.45,568.34,3031.14
TXN-14773,VND-27,4513.18,7.5,10.0,338.49,451.32,3723.37
TXN-14774,VND-10,4581.59,7.5,15.0,343.62,687.24,3550.73
TXN-14775,VND-09,3894.37,7.5,10.0,292.08,389.44,3212.85
TXN-14776,VND-33,1180.24,5.0,15.0,59.01,177.04,944.19
TXN-14777,VND-32,172.81,2.5,15.0,4.32,25.92,142.57
TXN-14778,VND-48,1949.68,7.5,20.0,146.23,389.94,1413.51
TXN-14779,VND-06,750.67,5.0,20.0,37.53,150.13,563.01
TXN-14780,VND-41,3566.42,5.0,10.0,178.32,356.64,3031.46
TXN-14781,VND-36,3322.6,2.5,10.0,83.06,332.26,2907.28
TXN-14782,VND-02,267.66,7.5,10.0,20.07,26.77,220.82
TXN-14783,VND-29,4191.14,5.0,15.0,209.56,628.67,3352.91
TXN-14784,VND-04,1281.28,7.5,15.0,96.1,192.19,992.99
TXN-14785,VND-01,2189.52,7.5,10.0,164.21,218.95,1806.36
TXN-14786,VND-19,3356.27,7.5,15.0,251.72,503.44,2601.11
TXN-14787,VND-26,2175.62,5.0,20.0,108.78,435.12,1631.72
TXN-14788,VND-25,2234.37,7.5,15.0,167.58,335.16,1731.63
TXN-14789,VND-10,374.86,2.5,20.0,9.37,74.97,290.52
TXN-14790,VND-15,2037.15,5.0,10.0,101.86,203.72,1731.57
TXN-14791,VND-22,3836.0,5.0,15.0,191.8,575.4,3068.8
TXN-14792,VND-48,4580.12,7.5,10.0,343.51,458.01,3778.6
TXN-14793,VND-21,2096.81,7.5,20.0,157.26,419.36,1520.19
TXN-14794,VND-22,2146.75,7.5,10.0,161.01,214.68,1771.06
TXN-14795,VND-36,3528.0,5.0,20.0,176.4,705.6,2646.0
TXN-14796,VND-34,4716.72,2.5,20.0,117.92,943.34,3655.46
TXN-14797,VND-30,1371.95,2.5,10.0,34.3,137.2,1200.45
TXN-14798,VND-25,2228.71,5.0,20.0,111.44,445.74,1671.53
TXN-14799,VND-45,3990.07,2.5,10.0,99.75,399.01,3491.31
TXN-14800,VND-28,3067.98,7.5,10.0,230.1,306.8,2531.08
TXN-14801,VND-01,597.4,5.0,10.0,29.87,59.74,507.79
TXN-14802,VND-49,3157.28,2.5,20.0,78.93,631.46,2446.89
TXN-14803,VND-45,974.39,5.0,20.0,48.72,194.88,730.79
TXN-14804,VND-04,2575.57,2.5,15.0,64.39,386.34,2124.84
TXN-14805,VND-07,2669.06,5.0,10.0,133.45,266.91,2268.7
TXN-14806,VND-49,4387.21,2.5,10.0,109.68,438.72,3838.81
TXN-14807,VND-09,2339.35,5.0,10.0,116.97,233.94,1988.44
TXN-14808,VND-36,1433.24,5.0,10.0,71.66,143.32,1218.26
TXN-14809,VND-19,1193.28,5.0,10.0,59.66,119.33,1014.29
TXN-14810,VND-01,4377.55,5.0,10.0,218.88,437.76,3720.91
TXN-14811,VND-10,896.5,5.0,10.0,44.82,89.65,762.03
TXN-14812,VND-36,2158.05,7.5,15.0,161.85,323.71,1672.49
TXN-14813,VND-09,976.51,5.0,15.0,48.83,146.48,781.2
TXN-14814,VND-45,3877.85,5.0,10.0,193.89,387.78,3296.18
TXN-14815,VND-46,2398.14,5.0,10.0,119.91,239.81,2038.42
TXN-14816,VND-42,1788.16,2.5,15.0,44.7,268.22,1475.24
TXN-14817,VND-32,1837.44,5.0,15.0,91.87,275.62,1469.95
TXN-14818,VND-32,4268.46,7.5,10.0,320.13,426.85,3521.48
TXN-14819,VND-06,2791.18,5.0,10.0,139.56,279.12,2372.5
TXN-14820,VND-48,3603.45,2.5,15.0,90.09,540.52,2972.84
TXN-14821,VND-38,4490.34,2.5,15.0,112.26,673.55,3704.53
TXN-14822,VND-17,4513.62,5.0,10.0,225.68,451.36,3836.58
TXN-14823,VND-10,1676.12,5.0,15.0,83.81,251.42,1340.89
TXN-14824,VND-50,4764.63,5.0,10.0,238.23,476.46,4049.94
TXN-14825,VND-27,173.14,5.0,20.0,8.66,34.63,129.85
TXN-14826,VND-50,1915.34,2.5,10.0,47.88,191.53,1675.93
TXN-14827,VND-35,4484.2,5.0,10.0,224.21,448.42,3811.57
TXN-14828,VND-21,1409.45,2.5,10.0,35.24,140.94,1233.27
TXN-14829,VND-25,1401.75,2.5,15.0,35.04,210.26,1156.45
TXN-14830,VND-28,1547.98,7.5,10.0,116.1,154.8,1277.08
TXN-14831,VND-47,3080.95,2.5,10.0,77.02,308.1,2695.83
TXN-14832,VND-15,2219.75,5.0,15.0,110.99,332.96,1775.8
TXN-14833,VND-04,3647.34,5.0,20.0,182.37,729.47,2735.5
TXN-14834,VND-29,4479.81,5.0,20.0,223.99,895.96,3359.86
TXN-14835,VND-09,3387.29,5.0,15.0,169.36,508.09,2709.84
TXN-14836,VND-27,1062.11,7.5,10.0,79.66,106.21,876.24
TXN-14837,VND-26,4666.78,7.5,20.0,350.01,933.36,3383.41
TXN-14838,VND-19,1359.24,7.5,20.0,101.94,271.85,985.45
TXN-14839,VND-28,791.98,7.5,15.0,59.4,118.8,613.78
TXN-14840,VND-17,495.34,2.5,20.0,12.38,99.07,383.89
TXN-14841,VND-43,2838.75,7.5,20.0,212.91,567.75,2058.09
TXN-14842,VND-41,613.12,2.5,15.0,15.33,91.97,505.82
TXN-14843,VND-42,736.94,5.0,20.0,36.85,147.39,552.7
TXN-14844,VND-50,1535.15,2.5,10.0,38.38,153.51,1343.26
TXN-14845,VND-20,1444.18,2.5,15.0,36.1,216.63,1191.45
TXN-14846,VND-45,3040.99,7.5,10.0,228.07,304.1,2508.82
TXN-14847,VND-40,4092.89,5.0,10.0,204.64,409.29,3478.96
TXN-14848,VND-39,3818.68,5.0,15.0,190.93,572.8,3054.95
TXN-14849,VND-49,1349.3,7.5,20.0,101.2,269.86,978.24
TXN-14850,VND-23,1264.29,2.5,15.0,31.61,189.64,1043.04
TXN-14851,VND-47,4830.67,7.5,20.0,362.3,966.13,3502.24
TXN-14852,VND-32,90.77,2.5,10.0,2.27,9.08,79.42
TXN-14853,VND-47,4404.62,7.5,20.0,330.35,880.92,3193.35
TXN-14854,VND-33,1038.66,7.5,10.0,77.9,103.87,856.89
TXN-14855,VND-46,4739.06,5.0,10.0,236.95,473.91,4028.2
TXN-14856,VND-05,1744.42,5.0,10.0,87.22,174.44,1482.76
TXN-14857,VND-43,2229.74,5.0,15.0,111.49,334.46,1783.79
TXN-14858,VND-48,3550.25,7.5,20.0,266.27,710.05,2573.93
TXN-14859,VND-34,2958.96,5.0,20.0,147.95,591.79,2219.22
TXN-14860,VND-40,1623.8,5.0,20.0,81.19,324.76,1217.85
TXN-14861,VND-11,2791.46,7.5,10.0,209.36,279.15,2302.95
TXN-14862,VND-50,3667.0,5.0,15.0,183.35,550.05,2933.6
TXN-14863,VND-03,259.56,2.5,20.0,6.49,51.91,201.16
TXN-14864,VND-33,105.44,5.0,20.0,5.27,21.09,79.08
TXN-14865,VND-11,2317.43,2.5,15.0,57.94,347.61,1911.88
TXN-14866,VND-16,702.59,5.0,20.0,35.13,140.52,526.94
TXN-14867,VND-18,3338.5,7.5,15.0,250.39,500.78,2587.33
TXN-14868,VND-30,1109.56,7.5,15.0,83.22,166.43,859.91
TXN-14869,VND-48,2192.61,5.0,20.0,109.63,438.52,1644.46
TXN-14870,VND-10,1028.47,2.5,15.0,25.71,154.27,848.49
TXN-14871,VND-18,2764.99,5.0,15.0,138.25,414.75,2211.99
TXN-14872,VND-38,624.46,7.5,20.0,46.83,124.89,452.74
TXN-14873,VND-19,164.38,5.0,10.0,8.22,16.44,139.72
TXN-14874,VND-36,303.1,7.5,20.0,22.73,60.62,219.75
TXN-14875,VND-13,4773.58,2.5,20.0,119.34,954.72,3699.52
TXN-14876,VND-46,754.32,2.5,10.0,18.86,75.43,660.03
TXN-14877,VND-03,3556.97,7.5,15.0,266.77,533.55,2756.65
TXN-14878,VND-10,386.23,2.5,20.0,9.66,77.25,299.32
TXN-14879,VND-38,585.39,7.5,10.0,43.9,58.54,482.95
TXN-14880,VND-01,2568.94,7.5,10.0,192.67,256.89,2119.38
TXN-14881,VND-27,2351.11,7.5,20.0,176.33,470.22,1704.56
TXN-14882,VND-46,4760.32,5.0,20.0,238.02,952.06,3570.24
TXN-14883,VND-08,4726.94,2.5,10.0,118.17,472.69,4136.08
TXN-14884,VND-46,3909.06,5.0,20.0,195.45,781.81,2931.8
TXN-14885,VND-42,3030.4,5.0,10.0,151.52,303.04,2575.84
TXN-14886,VND-17,2302.05,2.5,20.0,57.55,460.41,1784.09
TXN-14887,VND-09,1813.08,5.0,10.0,90.65,181.31,1541.12
TXN-14888,VND-06,4738.08,7.5,20.0,355.36,947.62,3435.1
TXN-14889,VND-43,3034.4,5.0,20.0,151.72,606.88,2275.8
TXN-14890,VND-25,2916.41,7.5,20.0,218.73,583.28,2114.4
TXN-14891,VND-39,1197.91,2.5,15.0,29.95,179.69,988.27
TXN-14892,VND-49,281.15,5.0,20.0,14.06,56.23,210.86
TXN-14893,VND-28,4728.68,2.5,10.0,118.22,472.87,4137.59
TXN-14894,VND-33,1602.99,7.5,10.0,120.22,160.3,1322.47
TXN-14895,VND-37,2240.82,5.0,15.0,112.04,336.12,1792.66
TXN-14896,VND-09,617.47,7.5,15.0,46.31,92.62,478.54
TXN-14897,VND-18,4192.78,7.5,15.0,314.46,628.92,3249.4
TXN-14898,VND-21,186.78,7.5,20.0,14.01,37.36,135.41
TXN-14899,VND-02,4178.25,2.5,20.0,104.46,835.65,3238.14
TXN-14900,VND-43,744.41,2.5,10.0,18.61,74.44,651.36
TXN-14901,VND-38,4438.49,2.5,10.0,110.96,443.85,3883.68
TXN-14902,VND-40,3662.37,5.0,20.0,183.12,732.47,2746.78
TXN-14903,VND-36,865.12,7.5,10.0,64.88,86.51,713.73
TXN-14904,VND-50,2850.8,2.5,20.0,71.27,570.16,2209.37
TXN-14905,VND-43,1597.65,7.5,15.0,119.82,239.65,1238.18
TXN-14906,VND-37,932.25,2.5,20.0,23.31,186.45,722.49
TXN-14907,VND-15,4302.95,7.5,20.0,322.72,860.59,3119.64
TXN-14908,VND-28,2047.44,2.5,20.0,51.19,409.49,1586.76
TXN-14909,VND-18,2022.79,2.5,10.0,50.57,202.28,1769.94
TXN-14910,VND-34,890.94,2.5,20.0,22.27,178.19,690.48
TXN-14911,VND-22,1946.18,2.5,20.0,48.65,389.24,1508.29
TXN-14912,VND-11,4364.5,7.5,20.0,327.34,872.9,3164.26
TXN-14913,VND-13,1847.49,2.5,15.0,46.19,277.12,1524.18
TXN-14914,VND-04,4760.44,2.5,20.0,119.01,952.09,3689.34
TXN-14915,VND-22,4734.23,2.5,20.0,118.36,946.85,3669.02
TXN-14916,VND-07,767.25,7.5,20.0,57.54,153.45,556.26
TXN-14917,VND-43,927.69,2.5,10.0,23.19,92.77,811.73
TXN-14918,VND-24,4320.24,7.5,15.0,324.02,648.04,3348.18
TXN-14919,VND-04,1994.17,5.0,15.0,99.71,299.13,1595.33
TXN-14920,VND-28,71.65,7.5,20.0,5.37,14.33,51.95
TXN-14921,VND-15,1405.67,5.0,20.0,70.28,281.13,1054.26
TXN-14922,VND-01,3008.26,2.5,10.0,75.21,300.83,2632.22
TXN-14923,VND-03,4006.37,2.5,20.0,100.16,801.27,3104.94
TXN-14924,VND-14,710.27,7.5,10.0,53.27,71.03,585.97
TXN-14925,VND-38,597.18,2.5,20.0,14.93,119.44,462.81
TXN-14926,VND-50,4614.36,2.5,10.0,115.36,461.44,4037.56
TXN-14927,VND-01,3768.18,7.5,15.0,282.61,565.23,2920.34
TXN-14928,VND-38,2969.41,2.5,20.0,74.24,593.88,2301.29
TXN-14929,VND-38,3857.47,5.0,10.0,192.87,385.75,3278.85
TXN-14930,VND-21,2172.83,5.0,10.0,108.64,217.28,1846.91
TXN-14931,VND-48,3804.36,2.5,20.0,95.11,760.87,2948.38
TXN-14932,VND-29,1890.42,2.5,10.0,47.26,189.04,1654.12
TXN-14933,VND-05,1258.27,5.0,20.0,62.91,251.65,943.71
TXN-14934,VND-49,3658.62,2.5,20.0,91.47,731.72,2835.43
TXN-14935,VND-10,2127.38,5.0,10.0,106.37,212.74,1808.27
TXN-14936,VND-28,4907.82,7.5,10.0,368.09,490.78,4048.95
TXN-14937,VND-21,1779.95,5.0,10.0,89.0,178.0,1512.95
TXN-14938,VND-50,4612.55,2.5,15.0,115.31,691.88,3805.36
TXN-14939,VND-07,4668.16,2.5,20.0,116.7,933.63,3617.83
TXN-14940,VND-03,1247.17,5.0,20.0,62.36,249.43,935.38
TXN-14941,VND-45,4001.19,5.0,15.0,200.06,600.18,3200.95
TXN-14942,VND-47,2193.72,2.5,15.0,54.84,329.06,1809.82
TXN-14943,VND-20,4591.75,2.5,10.0,114.79,459.18,4017.78
TXN-14944,VND-19,2278.12,2.5,20.0,56.95,455.62,1765.55
TXN-14945,VND-35,3734.3,7.5,15.0,280.07,560.14,2894.09
TXN-14946,VND-04,2361.49,7.5,15.0,177.11,354.22,1830.16
TXN-14947,VND-05,1177.61,5.0,20.0,58.88,235.52,883.21
TXN-14948,VND-01,1036.78,5.0,20.0,51.84,207.36,777.58
TXN-14949,VND-04,2155.88,7.5,20.0,161.69,431.18,1563.01
TXN-14950,VND-12,3789.7,7.5,10.0,284.23,378.97,3126.5
TXN-14951,VND-27,3045.1,5.0,15.0,152.26,456.76,2436.08
TXN-14952,VND-42,3458.71,7.5,10.0,259.4,345.87,2853.44
TXN-14953,VND-23,1447.52,5.0,20.0,72.38,289.5,1085.64
TXN-14954,VND-25,2433.1,2.5,20.0,60.83,486.62,1885.65
TXN-14955,VND-21,269.76,5.0,15.0,13.49,40.46,215.81
TXN-14956,VND-24,4096.79,7.5,10.0,307.26,409.68,3379.85
TXN-14957,VND-25,4949.97,7.5,10.0,371.25,495.0,4083.72
TXN-14958,VND-45,2064.05,7.5,10.0,154.8,206.4,1702.85
TXN-14959,VND-46,104.27,5.0,20.0,5.21,20.85,78.21
TXN-14960,VND-32,890.47,7.5,15.0,66.79,133.57,690.11
TXN-14961,VND-32,3280.01,5.0,10.0,164.0,328.0,2788.01
TXN-14962,VND-05,3079.79,2.5,20.0,76.99,615.96,2386.84
TXN-14963,VND-36,3949.93,2.5,20.0,98.75,789.99,3061.19
TXN-14964,VND-46,1306.73,7.5,10.0,98.0,130.67,1078.06
TXN-14965,VND-42,3829.98,5.0,15.0,191.5,574.5,3063.98
TXN-14966,VND-49,3455.52,5.0,15.0,172.78,518.33,2764.41
TXN-14967,VND-42,1647.93,7.5,10.0,123.59,164.79,1359.55
TXN-14968,VND-39,2750.17,5.0,20.0,137.51,550.03,2062.63
TXN-14969,VND-16,779.01,7.5,20.0,58.43,155.8,564.78
TXN-14970,VND-33,2290.19,7.5,10.0,171.76,229.02,1889.41
TXN-14971,VND-49,4411.93,2.5,20.0,110.3,882.39,3419.24
TXN-14972,VND-21,2134.9,7.5,20.0,160.12,426.98,1547.8
TXN-14973,VND-09,4205.86,5.0,10.0,210.29,420.59,3574.98
TXN-14974,VND-06,2971.75,7.5,20.0,222.88,594.35,2154.52
TXN-14975,VND-45,999.79,2.5,10.0,24.99,99.98,874.82
TXN-14976,VND-35,2926.48,2.5,10.0,73.16,292.65,2560.67
TXN-14977,VND-39,2554.62,5.0,10.0,127.73,255.46,2171.43
TXN-14978,VND-22,2023.27,7.5,20.0,151.75,404.65,1466.87
TXN-14979,VND-41,642.17,5.0,10.0,32.11,64.22,545.84
TXN-14980,VND-05,2112.71,5.0,20.0,105.64,422.54,1584.53
TXN-14981,VND-42,410.17,7.5,10.0,30.76,41.02,338.39
TXN-14982,VND-23,538.91,2.5,15.0,13.47,80.84,444.6
TXN-14983,VND-17,2108.79,5.0,20.0,105.44,421.76,1581.59
TXN-14984,VND-12,1561.64,5.0,20.0,78.08,312.33,1171.23
TXN-14985,VND-23,4631.44,2.5,20.0,115.79,926.29,3589.36
TXN-14986,VND-16,1909.74,7.5,15.0,143.23,286.46,1480.05
TXN-14987,VND-03,3801.4,7.5,10.0,285.1,380.14,3136.16
TXN-14988,VND-30,2674.73,7.5,15.0,200.6,401.21,2072.92
TXN-14989,VND-22,3535.22,2.5,10.0,88.38,353.52,3093.32
TXN-14990,VND-09,1337.57,5.0,10.0,66.88,133.76,1136.93
TXN-14991,VND-29,4712.43,2.5,10.0,117.81,471.24,4123.38
TXN-14992,VND-47,2673.94,5.0,10.0,133.7,267.39,2272.85
TXN-14993,VND-37,4165.05,5.0,10.0,208.25,416.5,3540.3
TXN-14994,VND-23,1856.98,7.5,15.0,139.27,278.55,1439.16
TXN-14995,VND-13,546.05,7.5,20.0,40.95,109.21,395.89
TXN-14996,VND-32,3384.87,7.5,15.0,253.87,507.73,2623.27
TXN-14997,VND-46,88.41,2.5,20.0,2.21,17.68,68.52
TXN-14998,VND-47,2402.7,7.5,20.0,180.2,480.54,1741.96
TXN-14999,VND-48,1004.37,2.5,20.0,25.11,200.87,778.39
TXN-15000,VND-23,3155.51,7.5,15.0,236.66,473.33,2445.52
TXN-15001,VND-45,4898.13,7.5,10.0,367.36,489.81,4040.96
TXN-15002,VND-17,2348.79,7.5,10.0,176.16,234.88,1937.75
TXN-15003,VND-40,4096.62,2.5,20.0,102.42,819.32,3174.88
TXN-15004,VND-21,2563.53,5.0,10.0,128.18,256.35,2179.0
TXN-15005,VND-02,2504.41,2.5,10.0,62.61,250.44,2191.36
TXN-15006,VND-37,4655.6,2.5,15.0,116.39,698.34,3840.87
TXN-15007,VND-06,4455.33,2.5,10.0,111.38,445.53,3898.42
TXN-15008,VND-44,3939.71,5.0,10.0,196.99,393.97,3348.75
TXN-15009,VND-18,1516.47,2.5,15.0,37.91,227.47,1251.09
TXN-15010,VND-30,2747.79,7.5,10.0,206.08,274.78,2266.93
TXN-15011,VND-22,1158.29,5.0,20.0,57.91,231.66,868.72
TXN-15012,VND-33,2247.39,2.5,15.0,56.18,337.11,1854.1
TXN-15013,VND-30,2446.85,2.5,10.0,61.17,244.68,2141.0
TXN-15014,VND-17,4166.62,5.0,10.0,208.33,416.66,3541.63
TXN-15015,VND-43,4485.34,2.5,15.0,112.13,672.8,3700.41
TXN-15016,VND-32,2102.37,5.0,20.0,105.12,420.47,1576.78
TXN-15017,VND-42,137.64,7.5,15.0,10.32,20.65,106.67
TXN-15018,VND-14,4315.78,2.5,20.0,107.89,863.16,3344.73
TXN-15019,VND-10,912.68,2.5,15.0,22.82,136.9,752.96
TXN-15020,VND-47,3128.32,7.5,10.0,234.62,312.83,2580.87
TXN-15021,VND-36,173.61,2.5,15.0,4.34,26.04,143.23
TXN-15022,VND-34,2027.56,2.5,15.0,50.69,304.13,1672.74
TXN-15023,VND-09,4930.5,5.0,20.0,246.52,986.1,3697.88
TXN-15024,VND-42,548.43,2.5,15.0,13.71,82.26,452.46
TXN-15025,VND-28,2147.28,7.5,20.0,161.05,429.46,1556.77
TXN-15026,VND-11,1570.39,2.5,15.0,39.26,235.56,1295.57
TXN-15027,VND-14,4530.19,5.0,10.0,226.51,453.02,3850.66
TXN-15028,VND-39,4353.23,7.5,15.0,326.49,652.98,3373.76
TXN-15029,VND-47,1226.61,7.5,10.0,92.0,122.66,1011.95
TXN-15030,VND-19,451.88,7.5,20.0,33.89,90.38,327.61
TXN-15031,VND-15,3154.34,7.5,20.0,236.58,630.87,2286.89
TXN-15032,VND-28,1715.03,5.0,20.0,85.75,343.01,1286.27
TXN-15033,VND-24,3376.82,5.0,20.0,168.84,675.36,2532.62
TXN-15034,VND-08,208.99,5.0,15.0,10.45,31.35,167.19
TXN-15035,VND-43,710.33,5.0,15.0,35.52,106.55,568.26
TXN-15036,VND-09,3447.54,2.5,15.0,86.19,517.13,2844.22
TXN-15037,VND-47,1101.23,5.0,10.0,55.06,110.12,936.05
TXN-15038,VND-33,4295.06,2.5,15.0,107.38,644.26,3543.42
TXN-15039,VND-33,340.02,7.5,10.0,25.5,34.0,280.52
TXN-15040,VND-19,1116.64,2.5,10.0,27.92,111.66,977.06
TXN-15041,VND-03,4992.87,2.5,15.0,124.82,748.93,4119.12
TXN-15042,VND-10,2193.73,2.5,10.0,54.84,219.37,1919.52
TXN-15043,VND-40,3529.68,5.0,20.0,176.48,705.94,2647.26
TXN-15044,VND-47,954.18,5.0,15.0,47.71,143.13,763.34
TXN-15045,VND-42,3068.85,7.5,15.0,230.16,460.33,2378.36
TXN-15046,VND-01,3644.23,5.0,10.0,182.21,364.42,3097.6
TXN-15047,VND-29,1606.66,2.5,15.0,40.17,241.0,1325.49
TXN-15048,VND-50,4153.04,5.0,15.0,207.65,622.96,3322.43
TXN-15049,VND-34,3036.92,5.0,10.0,151.85,303.69,2581.38
TXN-15050,VND-13,1976.16,2.5,15.0,49.4,296.42,1630.34
TXN-15051,VND-01,2810.33,7.5,15.0,210.77,421.55,2178.01
TXN-15052,VND-34,2904.97,5.0,15.0,145.25,435.75,2323.97
TXN-15053,VND-29,869.4,7.5,10.0,65.2,86.94,717.26
TXN-15054,VND-48,2043.53,2.5,15.0,51.09,306.53,1685.91
TXN-15055,VND-47,1749.98,5.0,15.0,87.5,262.5,1399.98
TXN-15056,VND-13,2034.47,7.5,15.0,152.59,305.17,1576.71
TXN-15057,VND-48,3817.5,7.5,20.0,286.31,763.5,2767.69
TXN-15058,VND-49,2438.57,2.5,15.0,60.96,365.79,2011.82
TXN-15059,VND-29,4704.56,5.0,10.0,235.23,470.46,3998.87
TXN-15060,VND-39,1503.7,7.5,20.0,112.78,300.74,1090.18
TXN-15061,VND-24,2107.73,7.5,10.0,158.08,210.77,1738.88
TXN-15062,VND-26,3945.44,7.5,15.0,295.91,591.82,3057.71
TXN-15063,VND-17,2752.82,7.5,15.0,206.46,412.92,2133.44
TXN-15064,VND-07,2757.79,7.5,15.0,206.83,413.67,2137.29
TXN-15065,VND-13,314.03,7.5,20.0,23.55,62.81,227.67
TXN-15066,VND-05,2023.07,7.5,15.0,151.73,303.46,1567.88
TXN-15067,VND-26,1390.13,7.5,10.0,104.26,139.01,1146.86
TXN-15068,VND-49,4996.71,7.5,20.0,374.75,999.34,3622.62
TXN-15069,VND-03,1576.36,7.5,10.0,118.23,157.64,1300.49
TXN-15070,VND-07,4428.26,5.0,10.0,221.41,442.83,3764.02
TXN-15071,VND-49,3397.36,2.5,10.0,84.93,339.74,2972.69
TXN-15072,VND-39,1737.54,2.5,10.0,43.44,173.75,1520.35
TXN-15073,VND-01,2740.5,2.5,10.0,68.51,274.05,2397.94
TXN-15074,VND-49,4210.65,7.5,15.0,315.8,631.6,3263.25
TXN-15075,VND-17,4422.67,2.5,10.0,110.57,442.27,3869.83
TXN-15076,VND-43,843.95,7.5,10.0,63.3,84.4,696.25
TXN-15077,VND-25,1730.89,5.0,15.0,86.54,259.63,1384.72
TXN-15078,VND-03,1709.35,2.5,20.0,42.73,341.87,1324.75
TXN-15079,VND-15,258.12,5.0,15.0,12.91,38.72,206.49
TXN-15080,VND-29,3011.28,5.0,20.0,150.56,602.26,2258.46
TXN-15081,VND-43,4281.36,7.5,10.0,321.1,428.14,3532.12
TXN-15082,VND-32,1938.79,2.5,15.0,48.47,290.82,1599.5
TXN-15083,VND-26,3713.18,5.0,20.0,185.66,742.64,2784.88
TXN-15084,VND-16,3157.12,2.5,20.0,78.93,631.42,2446.77
TXN-15085,VND-25,1909.46,5.0,15.0,95.47,286.42,1527.57
TXN-15086,VND-28,748.25,5.0,15.0,37.41,112.24,598.6
TXN-15087,VND-09,3561.15,7.5,15.0,267.09,534.17,2759.89
TXN-15088,VND-01,4280.1,2.5,15.0,107.0,642.02,3531.08
TXN-15089,VND-29,3444.98,7.5,15.0,258.37,516.75,2669.86
TXN-15090,VND-22,138.5,7.5,10.0,10.39,13.85,114.26
TXN-15091,VND-16,1120.35,7.5,10.0,84.03,112.04,924.28
TXN-15092,VND-41,393.93,7.5,15.0,29.54,59.09,305.3
TXN-15093,VND-44,2873.41,7.5,15.0,215.51,431.01,2226.89
